city,longitude,latitude
nápoles,14.2487679,40.8358846
oslo,10.7389701,59.9133301
pedernal,-68.8065807,-32.0676324
riga,24.1051846,56.9493977
san juan,-66.116666,18.465299
tanana,-152.0699875547645,65.1730015
viena,16.3725042,48.2083537
windhoek,17.0772739,-22.5776104
adís abeba,38.7524127,9.0358287
barcelona,2.1774322,41.3828939
carúpano,-63.2542332,10.6493808
denver,-104.984862,39.7392364
evansville,-87.5715641,37.970495
fráncfort,8.6820917,50.1106444
gran canaria,-15.6062305376665,27.9580004
hartford,-72.6908547,41.764582
izmir,27.02997,38.23166
karup,9.1706768,56.3111225
lanzhou,103.733224,36.474436
manila,120.9799964,14.5906346
nashville,-86.7742984,36.1622767
oslo,10.7389701,59.9133301
penang,100.2559077,5.4065013
rímini,12.630749019254939,43.946543250000005
san juan,-66.116666,18.465299
tánger,-5.842961427833071,35.7642313
vientián,102.6133707,17.9640988
windsor,-83.0373389,42.3167397
adler,39.9237036,43.4253834
barcelona,2.1774322,41.3828939
ciudad libre,-75.6410715,4.6207079
des moines,-93.6249494,41.5868654
evenes,16.906967779768962,68.49686075
fredericton,-66.6432356,45.963233
gran turk,42.5936401,38.1247668
hartford,-72.6908547,41.764582
izmir,27.02997,38.23166
kasigluk,-162.52427921563023,60.886195
laredo,-99.5074517,27.5056251
manzanillo,-4.189038,41.586343
nassau,-73.5615778,40.7352994
osorno,-4.3609815,42.4106725
pensacola,-87.2169149,30.421309
río caído,-43.9413444,-23.0535663
san luis potosí,-100.4949145,22.5000001
tarapoto,-76.3598708,-6.4877198
vieques,-65.45746403129988,18.1215622
winnipeg,-97.1384584,49.8955367
agadir,-9.5838532,30.4205162
bardufoss,18.5159237,69.065637
casablanca,-7.6200284,33.5945144
detroit,-83.0466403,42.3315509
exeter,-3.5269209,50.7256138
fresno,-119.78483,36.7394421
granada,-3.5995337,37.1734995
hat yai,100.4689889,7.0074644
isla adak,-176.57442259513414,51.79622495
kassel,9.4924096,51.3154546
larnaca,33.6236184,34.9236095
maputo,32.56745,-25.966213
natal,-35.2080905,-5.805398
ostende,2.919496,51.2258565
peoria,-89.5891008,40.6938609
río de janeiro,-43.2093727,-22.9110137
san pedro sula,-88.0248937,15.5062156
taskent,69.2787079,41.3123363
villahermosa,-92.9366326,17.9884657
wrangell,-132.0432552,56.2045673
aguascalientes,-102.3726689,21.9942689
baréin,50.5344606,26.1551249
casablanca,-7.6200284,33.5945144
detroit,-83.0466403,42.3315509
el cairo,31.2357257,30.0443879
friedrichshafen,9.4800858,47.6500279
grand forks,-97.0306741,47.9252042
haugesund,5.2681249,59.413807
isla de bali,-15.6352154,27.7825393
katmandú,85.3205817,27.708317
las piedras,-56.2164982,-34.7274904
maracaibo,-71.6443596,10.6498095
neuchâtel,6.8243806,47.0099249
ottawa,-75.6901106,45.4208777
pereira,-75.6946778,4.8143159
río de janeiro,-43.2093727,-22.9110137
san petersburgo,30.316229,59.938732
tawau,117.885331,4.2435206
vilna,25.2829111,54.6870458
wuhan,114.2999353,30.5951051
ahmedabad,72.5800568,23.0215374
casper,-106.325138,42.8501191
detroit,-83.0466403,42.3315509
estambul,29.052495,41.0766019
grand rapids,-85.6678639,42.9632425
hay river,-115.7866099,60.8155874
isla johnston,-169.53386420606287,16.72889585
kenai,-151.20714472351614,60.560266
las vegas,-115.148516,36.1672559
maribor,15.6455854,46.5576439
new bern,-77.0441143,35.1084931
oxnard,-119.180381,34.1976308
perpiñán,2.8953121,42.6985304
río de janeiro,-43.2093727,-22.9110137
san salvador,-89.1914249,13.6989939
teesside,-1.4247903167173146,54.50941065
vitoria,-2.6724025,42.8465088
ajaccio,8.7376029,41.9263991
barinas,-69.97555523248431,8.1739775
catania,15.0873718,37.5023612
detroit,-83.0466403,42.3315509
estocolmo,18.0710935,59.3251172
grande prairie,-118.7949873,55.17108
hefei,117.281428,31.8665676
isla kauai,-159.55876775017003,22.050466550000003
kerman,57.301047,29.571858
las vegas,-115.148516,36.1672559
marietta,-84.5496148,33.9528472
newburgh,-74.0104179,41.5034271
perryville,-89.8645455,37.7275127
río gallegos,-69.26324254192167,-51.64607595
san vicente,-88.73969856525022,13.527493549999999
tegucigalpa,-87.2040052,14.1057433
vladivostok,131.8855768,43.1150678
akiachak,-161.4423257,60.9108566
barquisimeto,-69.3222293,10.0774374
cayena,-52.3258736,4.9371544
detroit,-83.0466403,42.3315509
estrasburgo,7.7507127,48.584614
grayling,-84.714637,44.661517
helena,-112.036277,46.5927425
isla mahe,55.49263800753758,-4.68379555
ketchikan,-131.6466819,55.3430696
launceston,147.1373496,-41.4340813
marion,-94.344488,32.7931661
newcastle,-1.6131572,54.9738474
perth,115.8605855,-31.9558933
rioja,-2.4674917,42.3285528
sanaa,44.2058841,15.3538569
teherán,51.3896004,35.6892523
varsovia,21.0067249,52.2319581
akiak,-161.21255318557024,60.9030685
barranquilla,-74.8231794084391,11.0101922
cebú,123.9019209,10.2935639
detroit city,-83.0466403,42.3315509
fuerte nelson,-70.3318132629885,-18.48058735
graz,15.4382786,47.0708678
helsingborg,12.703706,56.0442098
isla de santo tomé,-1.2037145,37.5753422
khabarovsk,135.0762968,48.4812568
lawton,-98.41787808099274,34.6030766
marquette,-87.6305899,46.4481521
newtok,-164.63737083970233,60.935154499999996
pescara,13.95759010584892,42.3102619
roanoke,-79.9414313,37.270973
sand point,-160.497568,55.3409245
akita,140.342608,39.6898802
barrow,-83.6996482,33.9848611
cedar city,-113.061827,37.6774238
detroit city,-83.0466403,42.3315509
fuerte san juan,-66.12422758764447,18.47084265
great falls,-111.29189,47.5048851
helsinki,24.9427473,60.1674881
isla san andrés,-105.09254872978156,19.52492165
kiev,30.5241361,50.4500336
le havre,0.1079732,49.4938975
marrakech,-7.9891608,31.6258257
niamey,2.109823,13.524834
peshawar,71.5787458,34.0123846
roatán,-86.5374787,16.3167373
sandakan,118.1158598,5.8391274
akron,-81.518485,41.083064
basilea,7.5878261,47.5581077
cedar rapids,-91.6704053,41.9758872
dhahran,50.1202146,26.2966528
fukuoka,130.6180016,33.6251241
green bay,-88.0125794,44.5126379
heraclión,25.1332843,35.33908
kiev,30.5241361,50.4500336
leeds,-1.5437941,53.7974185
marsella,5.3699525,43.2961743
nightmute,-164.81855537072101,60.496669499999996
petersburg,-77.3677408,37.1924594
rochester,-77.615214,43.157285
santa bárbara,-119.702667,34.4221319
temuco,-72.590546,-38.7362611
albaha,151.4161263,-33.380818
basora,80.19266819711319,24.48966275
chachapoyas,-77.8093378,-6.3718272
dhahran,50.1202146,26.2966528
funchal,-16.9086783,32.6496497
greensboro,-79.7919754,36.0726355
hermosillo,-111.44731686054334,28.96893455
islas shemya,174.1003202448324,52.72274555
kigali,30.061507,-1.950851
leinster,-6.991818291829787,53.11846495
marshall,-89.2998456,41.0324537
niigata,138.7669125,37.6452283
phnom penh,104.857807,11.5730391
rochester,-77.615214,43.157285
santa cruz,-16.2507843,28.467178
tenerife,-16.621447121144122,28.2935785
albany,-73.754968,42.6511674
bastia,9.4509187,42.6993979
dillingham,-158.4575,59.0397222
filadelfia,-75.1635262,39.9527237
greenville,-82.3984882,34.851354
hilo,-155.10037544637729,19.685445799999997
islas shetland,-1.333333,60.333333
kilimanjaro,37.3585248,-3.0643101
leipzig,12.3747329,51.3406321
martha’s vineyard,-70.62081381546194,41.39204545
nîmes,4.3600687,43.8374249
phoenix,-112.074141,33.4484367
rockford,-89.093966,42.2713945
santa cruz,-16.2507843,28.467178
tenerife,-16.621447121144122,28.2935785
albany,-73.754968,42.6511674
bastia,9.4509187,42.6993979
champaign,-88.2430932,40.1164841
djerba,4.9779426,36.8119071
florida,-81.4639835,27.7567667
greenville,-82.3984882,34.851354
hiroshima,132.4517589,34.3917241
isla toronto,-63.3799629,46.4524682
killeen,-97.727796,31.1171441
lethbridge,-112.8331033,49.6945782
mascate,58.3829448,23.5882019
ningbo,121.6203873,29.8622194
phoenix,-112.074141,33.4484367
rocky mount,-77.7956949,35.9423833
santa lucía,-60.975036,13.8250489
tenerife,-16.621447121144122,28.2935785
albuquerque,-106.650985,35.0841034
baton rouge,-91.1869659,30.4494155
changchun,125.3180998,43.8844201
doha,81.44660220014936,24.736770149999998
greenville,-82.3984882,34.851354
hohhot,111.6730788,40.8337963
islas carolinas,147.0,8.0
kimberley,24.7642251,-28.7383012
lhasa,91.1173015,29.6542054
mashhad,59.6059232,36.2974945
niš,21.8959232,43.3211301
phuket,98.3529292,7.9366015
roma,12.4829321,41.8933203
santa lucía,-60.975036,13.8250489
terceira,-27.217637988768217,38.72116535
aldea ártica,-1.6561966,42.8395504
battle creek,-85.1824269,42.3192548
changsha,113.2384362,28.1450774
dominica,-61.3653618,15.4113138
grenoble,5.7357819,45.1875602
holy cross,-90.9956855,42.6005516
kindu,29.1921784,-5.9289091
libreville,9.4418849,0.4086518
niza,7.2683912,43.7009358
pierre,-100.351136,44.3683644
roma,12.4829321,41.8933203
santa maría,-120.435857,34.9531295
terrace,-128.599548,54.5172715
alejandría,-75.1411601,6.3769175
bay city,-83.8888648,43.5944677
charleston,-79.9399309,32.7884363
dominica,-61.3653618,15.4113138
groningen,6.5680077,53.2190652
homer,-151.53168855491697,59.639059
king cover,-122.29767880133242,47.59044485
lieja,5.5736112,50.6450944
matamoros,-97.5064866,25.8810158
nome,-165.4242538141349,64.51282
pisa,10.679791173704576,43.4714722
roma,12.4829321,41.8933203
santiago,-70.6504502,-33.4377756
tesalónica,22.9352716,40.6403167
alejandrópolis,25.8778814,40.845666
beaumont,-94.1018461,30.0860459
charlotte,-80.8430827,35.2272086
dothan,-85.3934375,31.2237285
guadalajara,-103.338396,20.6720375
hong kong,114.1628131,22.2793278
king salm,46.6124547,24.7316056
matsuyama,132.7653521,33.8395188
norfolk,1.0,52.666667
pittsburgh,-79.9900861,40.4416941
roosevelt,-104.9709901,48.3069516
santiago de compostela,-8.51929826271505,42.90645755
texarkana,-94.07714830522015,33.44667445
alepo,37.1637253,36.19924
beaver,-80.3709999,40.6916624
chattanooga,-85.3094883,35.0457219
dresde,13.7381437,51.0493286
guam,144.7577087765826,13.45011745
honolulu,-157.855676,21.304547
kingston,-76.7928128,17.9712148
lilongwe,33.768144,-13.9875107
maturín,-63.1888854,9.7422774
norilsk,88.2096151,69.3444054
piura,-80.333333,-5.0
roswell,-84.360022,34.02332
santo domingo,-69.942111,18.4801972
thunder bay,-89.259796,48.406414
beef island,-83.9391212,46.1555672
chefornak,-164.25337767830175,60.153405
duala,9.7062018,4.0429389
guayaquil,-80.0983887437901,-2.2895167
hoolehua,-157.9542509,21.40761
kingston,-76.7928128,17.9712148
lima,-77.0365256,-12.0621065
mauricio,57.5703566,-20.2759451
norman wells,-126.832725,65.282401
platinum,-161.72290896746364,58.983492
rota,-6.3599595,36.6228636
santo domingo,-69.942111,18.4801972
tianjin,117.1913008,39.1175488
alicante,-0.4881708,38.3436365
beira,34.841782,-19.828707
cheju,112.701568,22.1996436
dubái,55.2924914,25.2653471
guernesey,-2.5812022503294356,49.46229125
hooper bay,-166.1071932,61.5288714
kinshasa,15.3125974,-4.3217055
limoges,1.2644847,45.8354243
mayagüez,-67.1391124,18.2011161
norrköping,16.1903511,58.5909124
plymouth,-4.1424451,50.3714122
róterdam,4.47775,51.9244424
santo tomé,6.7313031,0.3389242
tijuana,-117.019529,32.5317397
allakaket,-152.63774165217393,66.563802
beirut,35.47843,33.8959203
chengdu,104.0633717,30.6598628
dublín,-6.2605593,53.3493795
guilin,110.2910622,25.2779894
hoskins,-97.3061614,42.1122261
kipnuk,-164.02359501679086,59.931543500000004
lincoln,-96.7077751,40.8088861
mazatlán,-106.4208391,23.2035785
norwich,1.2923954,52.6285576
pocatello,-112.450627,42.8620287
ruan,1.0939658,49.4404591
sanya,37.1185237,-3.3402486
timișoara,21.2257474,45.7538355
allentown,-75.4712794,40.6022059
belém,-48.4682453,-1.45056
chetumal,-88.297144,18.5081738
duluth,-92.1251218,46.7729322
guiyang,106.6246178,26.6499922
houston,-95.3676974,29.7589382
kiruna,19.5,68.166667
linz,14.286198,48.3059078
mbandaka,18.2564803,0.0470732
novosibirsk,82.9226887,55.0288307
pohnpei,158.24061376394383,6.88704675
ruby,-155.50476832906566,64.7169375
são luís,-44.2963942,-2.5295265
tingo maría,-76.0003034,-9.2983713
alma ata,76.9457275,43.2363924
belfast,-5.9301829,54.596391
chevak,-165.58954393321886,61.5282605
durango,-104.833333,24.833333
gulfport,-89.0928155,30.3674198
houston,-95.3676974,29.7589382
kisangani,25.2057292,0.5184021
lisboa,-9.1365919,38.7077507
mbuji mayi,23.5998111,-6.1258942
nuakchot,-15.9780071,18.0792379
russian mission,-161.3562132752199,61.785848
são paulo,-46.6333824,-23.5506507
tobago,-60.67200597857749,11.24046155
alor setar,100.3683962,6.1231908
belfast,-5.9301829,54.596391
chiang mai,98.9858802,18.7882778
durango,-104.833333,24.833333
gunnison,-107.0603126,38.6476702
houston,-95.3676974,29.7589382
klagenfurt,14.3075976,46.623943
little rock,-92.2896267,34.7465071
mcallen,-98.2300605,26.204114
nueva orleans,-90.0782127,29.9759983
pointenoire,11.85641383086126,-4.793187700000001
río blanco,-97.15230926279011,18.8452371
são paulo,-46.6333824,-23.5506507
tokio,139.762221,35.6821936
altoona,-78.394736,40.518681
belgrado,20.4568974,44.8178131
chicago,-87.6244212,41.8755616
durban,31.009909,-29.861825
gwangju,126.8515034,35.1594647
hughes,-96.2749675,35.0458435
knoxville,-83.9210261,35.9603948
liverpool,-2.99168,53.4071991
mcgrath,-93.2729051,46.2400439
nueva york,-74.0060152,40.7127281
ponce,-66.613958,18.011564
são paulo,-46.6333824,-23.5506507
tokio,139.762221,35.6821936
amarillo,-101.8371192,35.20729
belice,-88.6859028,17.1204943
chicago,-87.6244212,41.8755616
düsseldorf,6.7763137,51.2254018
guerrero,-100.0,17.666667
humberside,-79.4925122,43.6576937
kochi,76.2454436,9.9674277
livingstone,25.861429,-17.853135
medan,98.6738261,3.5896654
nueva york,-74.0060152,40.7127281
ponta delgada,-25.672678266146384,37.74757445
são paulo,-46.6333824,-23.5506507
tokio,139.762221,35.6821936
amberes,4.3997081,51.2211097
belice,-88.6859028,17.1204943
chicago,-87.6244212,41.8755616
dutch harbor,-166.5418,53.8867533
guanajuato,-101.0,20.9876996
huntsville,-86.5859011,34.729847
kodiak,-152.407222,57.79
ljubljana,14.5069289,46.0500268
medellín,-75.60252574475943,6.2697018
nueva york,-74.0060152,40.7127281
pori,21.7972071,61.4866126
sapporo,141.3542924,43.061936
toksook bay,-165.12486694153483,60.4980385
amchitka,179.02991046752663,51.5049303
bellingham,-122.478836,48.7544012
chicago,-87.6244212,41.8755616
guatemala,-90.345759,15.5855545
huslia,-156.33060521546417,65.698446
komatsu,136.4495465,36.4032931
